MAT.1.1	ಇದ್ ಯೇಸು 
1PE.3.12	ಆಚೇಂಗಿ ಕೆಟ್ಟದ್ ಮಾಡ್‌ವಯಿಂಗಡ ಮೇಲೆ ಅಂವೊಂಡ ಮೂಡ್ ವಿರೋದವಾಯಿತುಂಡ್.
1PE.3.13	ನಿಂಗ ನಲ್ಲದ್ ಮಾಡಂಡೂಂದ್ ಅರ್ಪಿಚಿಟ್ಟಯಿಂಗಳಾಯಿತ್ ಇಂಜತೇಂಗಿ, ನಿಂಗಕ್ ಕ್‍ೕಡ್ ಮಾಡ್‍ವದ್ ದಾರ್? 
1PE.3.14	ಆಚೇಂಗಿ, ನೀತಿವಂತ ಕಾರ್ಯ ಮಾಡಿತ್ ಅದ್ಂಗಾಯಿತ್ ತೊಂದರೆ ಬಾತೇಂಗಿ, ನಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ. ಅಯಿಂಗ ಜೋರ್ ಮಾಡ್‌ವದ್‍ನ ನೋಟಿತ್ ನಿಂಗ ಬೊತ್ತತೆ, ಪೋಡಿ ಇಲ್ಲತೆ ಇಕ್ಕಂಡು.
1PE.3.15	ಆಚೇಂಗಿ, 
1PE.3.16	ನಲ್ಲ ಮನಸಾಕ್ಷಿಲ್ ಇರಿ, ಅಕ್ಕ, ನಿಂಗಕ್ 
1PE.3.17	ಕೆಟ್ಟದ್ ಮಾಡಿತ್ ಕಷ್ಟಪಡ್‌ವಕಿಂಜ, ದೇವಕ್ ಚಿತ್ತ ಉಂಡೇಂಗಿ, ನಲ್ಲದ್ ಮಾಡಿತ್ ಕಷ್ಟಪಡ್‌ವದ್ ನಲ್ಲದ್. 
1PE.3.18	ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ, 
1PE.3.19	ಆ ಆತ್ಮತ್‍ಲ್ ಅಂವೊ ಪೋಯಿತ್, ಕೆಟ್ಟಿ ಇಟ್ಟಿತುಳ್ಳ ಆತ್ಮಂಗಕ್ ದೇವಡ ನಲ್ಲ ಸುದ್ದಿನ ಎಣ್ಣ್‌ಚಿ. 
1PE.3.20	ಆ ಆತ್ಮಂಗ, ಪಂಡ್ ಕಾಲತ್‍ಲ್ 
1PE.3.21	ಅದ್ಂಗ್ ಸಮವಾನ ನಂಗಡ ರಕ್ಷಣೆಕಾಯಿತುಳ್ಳ 
1PE.3.22	ಅಂವೊ ಪರಲೋಕಕ್ ಪೋಯಿತ್, ದೇವಡ ಬಲ್‌ತೆ ಬರಿಲ್ ಅಳ್‌ತಿತ್ ಉಂಡ್; ದೇವ ದೂತಂಗ, ಅದಿಕಾರ, ಶಕ್ತಿ ಅಂವೊಂಡ ಅಡಿಲ್ ಅಡಕತ್‍ಲ್ ಉಂಡ್.
1PE.4.1	ಇನ್ನನೆ ಇಪ್ಪಕ, 
1PE.4.2	ಆನಗುಂಡ್, ಇಂಞು ಮಿಂಞಕ್ ತಡೀಲ್ ಇಪ್ಪಕತ್ತನೆ, ಮನುಷ್ಯಂಗಡ ಇಚ್ಛೆಕಾಯಿತ್ ಬದ್‍ಕತೆ, ದೇವಡ ಚಿತ್ತತ್‍ರನೆಕೆ ಬದ್‍ಕ್‍ವ. 
1PE.4.3	ಕಯಿಂಜ ಕಾಲತ್‍ಲ್ ನಂಗ ದೇವನ ಗೊತ್ತ್‌ಲ್ಲತಯಿಂಗ ಎನ್ನನೆ ಬದ್‍ಕಂಡೂಂದ್ ಗೇನಮಾಡ್‍ಚೋ ಅನ್ನನೆ ಬೋಂಡಿಯಚ್ಚಕ್ ಬದ್‍ಕಿರ್‌ತ್. ಅಕ್ಕ ನಂಗ ತಡೀರ ಮೋಹತ್‍ಲ್, ಇಚ್ಛೆಲ್ ನಡ್‌ದಂಡ್, ಕುಡಿಚಂಡ್, ಕೂಟ್‌ಕಳಿ ಮಾಡ್‌ವಯಿಂಗಳಾಯಿತ್, ಕುಡ್‍ಕಂಗಳಾಯಿತ್ ಅಸಹ್ಯವಾನ ವಿಗ್ರಹ ಆರಾದನೆ ಮಾಡಿಯಂಡ್ ಇಂಜತ್. 
1PE.4.4	ಅಯಿಂಗಡ ಕೂಡೆ ಈ ತರ ತಡೀರ ಮೋಹತ್‍ಲ್ ನಿಂಗ ಮುಳ್‍ಂಗಿ ಪೋಕತನೆಕೆ ಉಳ್ಳಾಂಗ್ ಅಯಿಂಗ ಆಶ್ಚರ್ಯತ್‍ಲ್ ನಂಗಳ ದುಂಬ ದೂಷಣೆ ಮಾಡಿಯಂಡುಂಡ್. 
1PE.4.5	ಆಚೇಂಗಿ, ಅನ್ನನೆ ಬದ್‍ಕಿಯಂಡ್ ಉಳ್ಳಯಿಂಗಕ್ ಪಿಂಞ ಚತ್ತಯಿಂಗಕ್ ನ್ಯಾಯತೀರ್ಪ್ ಕೊಡ್‍ಪಕ್ ತಯಾರಾಯಿತ್ ಉಳ್ಳಂವೊಂಗ್ ಅಯಿಂಗ ಲೆಕ್ಕ ಕೊಡ್‍ಕಂಡು. 
1PE.4.6	ಈ ಕಾರಣಕಾಯಿತ್, ಎಲ್ಲಾರ್‌ಕು ಕ್‍ಟ್ಟುವ ನ್ಯಾಯತೀರ್ಪ್‌ರನೆಕೆ ತಡೀಲ್ ಅಯಿಂಗ ಚತ್ತ್ ಪೋಯಿತ್ಂಜತೇಂಗಿಯು, ಆತ್ಮತ್‍ಲ್ ದೇವಡ ಕೂಡೆ ಅಯಿಂಗ ಬದ್‍ಕ್‍ವನೆಕೆ ದೇವಡ ನಲ್ಲ ಸುದ್ದಿನ ಅರಿಚಿಟ್ಟತ್.
1PE.4.7	ಎಲ್ಲಾಂಗ್ ಆಕೀರ್ ಕಾಲ ಪಕ್ಕ ಬಾತ್. ಆನಗುಂಡ್, ಚಾಯಿ ಮನಸ್ಸ್ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್, ತನ್ನಡಕ್ಕ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್ ಇರಿ. ಅಕ್ಕ ನಿಂಗ ಚಾಯಿ ಪ್ರಾರ್ಥನೆ ಮಾಡ್‌ವಕ್ ಆಪ. 
1PE.4.8	ಎಲ್ಲಾಕಿಂಜ ಜಾಸ್ತಿಯಾಯಿತ್, ಒಬ್ಬೊಬ್ಬಂಗಡ ಮೇಲೆ ಆಳವಾನ ಪ್ರೀತಿಲ್ ಇರಿ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ, ಪ್ರೀತಿ ದುಂಬ ಪಾಪತ್‍ನ ಮುಚ್ಚಿರ್‌ವ. 
1PE.4.9	ಗೊಣಗತೆ, ಮನೆಲ್ ಎಲ್ಲಾರ್‌ನ ಚಾಯಿ ಸತ್ಕಾರ ಮಾಡಂಡು. 
1PE.4.10	ಒಬ್ಬ ಒಬ್ಬಂಗ್ ಚಾಯಿತೆ ಸಹಾಯ ಮಾಡ್‌ವನೆಕೆ, ಅಯಿಂಗಯಿಂಗಕ್ ದೇವ ಎಂತ ವರ ಕೊಡ್‍ತಿತುಂಡೋ ಅದ್ಂಡರನೆಕೆ ನಲ್ಲ ಜವಾಬ್ದಾರಂಗಳಾಯಿತ್ ಪಾಲ್ ಮಾಡಿತ್, ಸತ್ಯವಂತಂವೊನಾಯಿತ್, ಅಂವೊಂಡ ಕೃಪೇರ ನಾನಾ ತರತ್‍ರ ಪ್ರಕಾರ ಮಾಡಂಡು. 
1PE.4.11	ಒಬ್ಬ ಬೋದನೆ ಮಾಡ್‌ವದಾಚೇಂಗಿ, ಅಂವೊ ಚಾಯಿತೆ ದೇವಡ ವಾಕ್ಯತ್‍ರ ಪ್ರಕಾರ ಬೋದನೆ ಮಾಡಂಡು. ಒಬ್ಬ ಸೇವೆ ಮಾಡ್‌ವದಾಚೇಂಗಿ ದೇವ ಅಂವೊಂಗ್ ಕೊಡ್‍ತಿತುಳ್ಳ ಶಕ್ತಿರನೆಕೆ ಮಾಡಂಡು, ಅಕ್ಕ ನಿಂಗ ಎಂತ ಮಾಡ್‍ಚೇಂಗಿಯು, ಯೇಸು 
1PE.4.12	ನಾಡ ಪ್ರೀತಿರ ಜನಳೇ, ನಿಂಗಕ್ ಎಂತ ಆಯಂಡುಂಡ್‍ೕಂದ್ ಗೇನ ಮಾಡಿಯಂಡ್, ನಿಂಗಡ ಮದ್ಯತ್‍ಲ್ ಆಯಂಡುಳ್ಳ ಕಷ್ಟತ್‍ನ ನೋಟಿತ್, ನಿಂಗ ಬೇಜಾರ್ ಮಾಡತಿ. 
1PE.4.13	ಆಚೇಂಗಿ, 
1PE.4.14	 ಪೆದಕಾಯಿತ್ ಜನ ನಿಂಗಳ ಏಜುವದಾಚೇಂಗಿ, ನಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ, ಮಹಿಮೇರ ಆತ್ಮವಾನ ದೇವಡ ಆತ್ಮ ನಿಂಗಡ ಮೇಲೆ ವಾಸ ಮಾಡ್‌ವ. 
1PE.4.15	ಆನಗುಂಡ್, ನಿಂಗಡಲ್ಲಿ ಒಬ್ಬ ಸಹ, ಕೊಲೆಗಾರನಾಯಿತ್, ಕಳ್ಳನಾಯಿತ್, ಕೆಟ್ಟದ್ ಮಾಡ್‌ಂವೊನಾಯಿತ್, ಬೋರೆಯಿಂಗಡ ವಿಷಯತ್ ನುಗ್ಗಿತ್ ಗಲಾಟೆ ಮಾಡ್‌ವಂವೊನಾಯಿತ್, ನಿಂಗ ದಾರೂ ಕಷ್ಟಪಡ್‌ವಕ್ಕಾಗ. 
1PE.4.16	ಆಚೇಂಗಿ, ಒಬ್ಬ ಕ್ರಿಸ್ತಂಡಂವೊನಾಯಿತ್ ಕಷ್ಟಪಟ್ಟತೇಂಗಿ, ಅಂವೊ ಞಾಣ ಪಡುವಕ್ಕಾಗ, ಅಂವೊಂಡ ಪೆದ ತಾಂಡ ಮೇಲೆ ಉಳ್ಳಾಂಗ್, ಅದ್ಂಗಾಯಿತ್ ಅಂವೊ ದೇವನ ಮಹಿಮೆಪಡ್‍ತಂಡು.
1PE.4.17	ದೇವಡ ನ್ಯಾಯತೀರ್ಪ್ ಅಂವೊಂಡ ಮಕ್ಕಡಲ್ಲಿಯೇ ಸುರು ಆಪಕುಳ್ಳ ಸಮಯವಾಯಿತುಂಡ್; ಅದ್ ನಂಗಡಲ್ಲಿಯೇ ಸುರು ಆಚೇಂಗಿ, ದೇವಡ ನಲ್ಲ ಸುದ್ದಿಕ್ ಕೆಮಿ ಕೊಡ್‌ಕತಯಿಂಗಡ ಸ್ತಿತಿ ಎನ್ನನೆ ಆಯಿತ್‌ಪ್ಪ?
1PE.4.18	ನೀತಿವಂತವೊನೇ ರಕ್ಷಣೆ ಆಪದ್ ಕಷ್ಟವಾಯಿತ್ಂಜತೇಂಗಿ,
1PE.4.18	ಪಾಪಿಯಂಗಕು ಬಕ್ತಿ ಇಲ್ಲತಯಿಂಗಕು ಎಂತಾಪಾಂದ್ ಗೇನ ಮಾಡಿ?
1PE.4.19	ಆನಗುಂಡ್, ದೇವಡ ಚಿತ್ತತ್‍ರನೆಕೆ ಕಷ್ಟ ಅನುಬವಿಚುಡುವಯಿಂಗ, ನಲ್ಲದ್ ಮಾಡಿಯಂಡ್ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್, ಅಯಿಂಗಡ ಆತ್ಮತ್‌ನ ನೇರಾನ ದೇವನಾನ ಸೃಷ್ಟಿ ಮಾಡ್‍ನಂವೊಂಗ್ ಒಪ್ಪ್‌ಚಿಡಂಡು.
1PE.5.1	ನಿಂಗಡಲ್ಲಿ ಉಳ್ಳ ಪೆರಿಯಯಿಂಗಕ್ ಮೂಪನಾಯಿತು, 
1PE.5.2	ನಿಂಗಡಲ್ಲಿ ಉಳ್ಳ ದೇವಡ ಮಕ್ಕಳ ನಿಂಗ ಚಾಯಿತೆ ಒರ್ ಕೊರಿ ಗುಂಪ್‍ನ ನೋಟ್‍ವನೆಕೆ ಪೆರಿಯಯಿಂಗಡ ಸೇವೇನ ಮಾಡಂಡು. ಒತ್ತಾಯತ್‌ಲ್ ಅಲ್ಲ, ದೇವ ಕುಶಿಪಡ್‌ವನೆಕೆ ಮನಪೂರ್ವವಾಯಿತ್ ಪಿಂಞ ಕೆಟ್ಟ ಆದಾಯಕಾಯಿತ್ ಅಲ್ಲ, ಪುರ್‌ಡುಳ್ಳ ಮನಸ್ಸ್‌ಲ್ ಮಾಡಂಡು. 
1PE.5.3	ನಿಂಗಡ ಕೈಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟಿತುಳ್ಳಯಿಂಗಳ ಬಾರವಾಯಿತ್ ಆಳುವನೆಕೆ ಅಲ್ಲ, ದೇವಡ ಮಕ್ಕಕ್ ಉದಾರಣೆಯಾಯಿತ್ ಇರಿ. 
1PE.5.4	ಅನ್ನನೆ ಮಾಡ್‍ಚೇಂಗಿ, ದೇವಡ ಮಕ್ಕಳ ಕೊರಿ ಕಾಪಂವೊಡನೆಕೆ ನೋಟಿಯಂಡುಳ್ಳ ಬಲ್ಯಂವೊ ಬಪ್ಪಕ, ನಿಂಗ ಅಂವೊಂಡಿಂಜ ಮಾಜ್ ಪೋಕತ ಮಹಿಮೇರ ಕಿರೀಟತ್‍ನ ಪಡೆಯುವಿರ.
1PE.5.5	ಅನ್ನನೆ, ಬಾಲೆಕಾರಂಗಳೇ, ಪೆರಿಯಯಿಂಗಡ ತಕ್ಕ್‌ಕ್ ತಗ್ಗಿತ್ ನಡ್‌ಂದಂಡಿರಿ. ನಿಂಗ ಎಲ್ಲಾರು ಒಬ್ಬೊಬ್ಬಂಗ್ ಪೊರುಮೆನ ಬಟ್ಟೇರನೆಕೆ ಇಟ್ಟೊಳಿ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ,
1PE.5.5	ಆಂಗಾರ ಉಳ್ಳಯಿಂಗಕ್ ದೇವ ಎದ್‍ರ್ ನಿಪ್ಪ,
1PE.5.5	ಅಡಕ ಉಳ್ಳಯಿಂಗಕ್ ದೇವ ಕರುಣೆ ಕಾಟ್‍ವ.
1PE.5.6	ಆನಗುಂಡ್, ತಕ್ಕ ಸಮಯತ್‍ಲ್, ದೇವ ನಿಂಗಳ ಕೊಡಿಕ್ ಕೊಂಡ್ ಪೋಪನೆಕೆ, ದೇವಡ ಶಕ್ತಿರ ಕೈಕ್ ಅಡಿಲ್ ಅಡಕತ್‍ಲ್ ಇರಿ. 
1PE.5.7	ಅಂವೊ ನಿಂಗಳ ಚಾಯಿ ನೋಟ್‍ವಂವೊನಾಯಿತುಳ್ಳಗುಂಡ್, ನಿಂಗಡ ಬೇಜಾರತ್‍ನ ಅಂವೊಂಡ ಮೇಲೆ ಬುಡಿ. 
1PE.5.8	ತನ್ನಡಕ್ಕ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್, ಎಚ್ಚರತ್ ಇಪ್ಪಯಿಂಗಳಾಯಿತ್ ಇರಿ. ನಿಂಗಡ ವಿರೋದಿಯಾನ ಸೈತಾನ, ಕೂತ್ ಕೊಡ್‍ಪ ಸಿಂಹತ್‍ರನೆಕೆ ದಾರ್‌ನ ಮುಗ್ಗಂಡೂಂದ್ ಸುತ್ತಿಯಂಡ್ ನೋಟಿಯಂಡುಂಡ್. 
1PE.5.9	ನಂಬಿಕೇಲ್ ದೈರ್ಯವಾಯಿತ್ ಇಂಜಂಡ್, ಅಂವೊಂಗ್ ಎದ್‍ರಾಯಿತ್ ನಿಲ್ಲಿ. ಈ ಲೋಕತ್‍ಲ್ ಉಳ್ಳ ನಿಂಗಡ ಎಲ್ಲಾ ಅಣ್ಣತಮ್ಮಣಂಗ ಇದೇ ತರ ಕಷ್ಟತ್‍ಲ್ ಬದ್‍ಕಿಯಂಡ್ ಉಳ್ಳದ್ ನಿಂಗಕ್ ಗೊತ್ತುಂಡಲ್ಲ! 
1PE.5.10	ಯೇಸು 
1PE.5.11	ಅಂವೊಂಗ್ ಎಕ್ಕಾಲು ಶಕ್ತಿ ಆಡ್. ಆಮೆನ್.
1PE.5.12	ನಿಂಗಕ್ ಪುರ್‌ಡ್ ಕೊಡ್‍ಪಕ್ ಪಿಂಞ ಈ ಕೃಪೆ ದೇವಡ ಸತ್ಯವಾನದ್‍ೕಂದ್ ಸಾಕ್ಷಿಕೊಡುಪಕಾಯಿತ್, ನಾನ್ ಈ ಚೆರಿಯ ಕಾಗದತ್‍ನ ಸತ್ಯವಂತಂವೋಂದ್ ನಾನ್ ಗೇನ ಮಾಡ್‌ವ ತಮ್ಮಣನಾನ ಸಿಲ್ವಾನಂಡ ಸಹಾಯತ್‍ಲ್ ಒಳ್‍ದಿಯೆ. ಇದ್‍ಲ್ ನಿಂಗ ಸ್ತಿರವಾಯಿತ್ತಿರಿ. 
1PE.5.13	ನಿಂಗಡ ಕೂಡೆ ಗೊತ್ತ್ ಮಾಡ್‍ನ, ಬಾಬೆಲ್‍ಲ್ ಉಳ್ಳಯಿಂಗ ಪಿಂಞ ನಾಡ ಮೋಂವೊಂಡನೆಕೆ ಉಳ್ಳ ಮಾರ್ಕ ನಿಂಗಕ್ ವಂದನೆ ಎಣ್ಣಿಯಂಡುಂಡ್. 
1PE.5.14	ಒಬ್ಬೊಬ್ಬಂಗಳ ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಡ ಪ್ರೀತಿಲ್ ಸತ್ಕಾರ ಮಾಡಿ. 
2PE.1.1	ನಂಗಡ ದೇವನು ರಕ್ಷಕನು ಆನ ಯೇಸು 
2PE.1.2	ದೇವನ ಪಿಂಞ ನಂಗಡ ಒಡೆಯನಾನ ಯೇಸು 
2PE.1.3	ದೇವಡ ಶಕ್ತಿ ನಂಗಡ ಈ ಬದ್‍ಕ್‍ಕ್ ಬೋಂಡಿಯಾನ ಎಲ್ಲಾನ ತಂದಿತ್, ದೇವಡ ಬಕ್ತಿಲ್ ಬದ್‍ಕ್‍ವಕ್ ಮಾಡಿಯಂಡುಂಡ್. ಅಂವೊಂಡ ಮಹಿಮೇರಗುಂಡ್ ಪಿಂಞ ನಲ್ಲ ಗುಣತ್‍ರಗುಂಡ್ ನಂಗಳ ಕಾಕ್‍ನಂವೊನ ಗೊತ್ತಾನಗುಂಡ್ ಇದೆಲ್ಲ ನಂಗಕ್ ಕ್‍ಟ್ಟ್‌ಚಿ. 
2PE.1.4	ಇದ್‍ನಗುಂಡ್, ಅಂವೊ ನಂಗಕ್ ದುಂಬ ಬಲ್ಯ ಬೆಲೆಯುಳ್ಳ ವಾಗ್ದಾನವೆಲ್ಲ ತಂದಿಯತ್. ಅನ್ನನೆ, ಇದ್ಂಡ ಮೂಲಕ ದೇವಡ ಗುಣತ್‍ಲ್ ನಂಗ ಪಾಲ್‍ದಾರಂಗಳಾಯಿತ್ ಈ ಲೋಕತ್‍ಲ್ ಉಳ್ಳ ಇಚ್ಛೆರ ಮೂಲಕ ಬಪ್ಪ ಕ್‍ೕಡ್‍ಕ್ ತಪ್ಪ್‌ಚಿಡ್‌ವನೆಕೆ ಮಾಡ್‍ಚಿ.
2PE.1.5	ಈ ಕಾರಣಕಾಯಿತ್, ನಿಂಗ ದುಂಬ ಜಾಗ್ರತೆಲ್, ನಿಂಗಡ ನಂಬಿಕೇರ ಕೂಡೆ ದುಂಬ ನಲ್ಲ ಗುಣತ್‍ನ, ನಲ್ಲ ಗುಣತ್‍ರ ಕೂಡೆ ದೈರ್ಯತ್‍ನ, ದೈರ್ಯತ್‍ರ ಕೂಡೆ ಜ್ಞಾನತ್‍ನ, 
2PE.1.6	ಜ್ಞಾನತ್‍ರ ಕೂಡೆ ತನ್ನಡಕತ್‍ನ, ತನ್ನಡಕತ್‍ರ ಕೂಡೆ ಪೊರುಮೆನ, ಪೊರುಮೆರ ಕೂಡೆ ದೇವ ಬಕ್ತಿನ, 
2PE.1.7	ದೇವ ಬಕ್ತಿರ ಕೂಡೆ ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಡ ಮೇಲೆ ಉಳ್ಳ ಪ್ರೀತಿನ, ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಡ ಮೇಲೆ ಉಳ್ಳ ಪ್ರೀತಿರ ಕೂಡೆ ಎಲ್ಲಾ ಜನಳ ಪ್ರೀತಿಚಿಡುವ ಪ್ರೀತಿನ ಕೂಟ್‍ವಕ್ ಪೇಚಾಡಿಯಂಡಿರಿ.
2PE.1.8	ಈ ಗುಣವೆಲ್ಲ ನಿಂಗಕ್ ಇಂಜಿತ್, ಬೊಳ್‌ಂದತೇಂಗಿ, ನಿಂಗ ನಂಗಡ ಒಡೆಯನಾನ ಯೇಸು 
2PE.1.9	ಈ ಗುಣವೆಲ್ಲ ದಾರ್‌ಕ್ ಇಲ್ಲೆಯೋ, ಅಯಿಂಗ ಮಿಂಞ ಮಾಡ್‍ನ ಪಾಪತ್ಂಜ ಪವಿತ್ರ ಆನದ್‍ನ ಮರ್ಂದ್ ಪೋಯಿತ್, ದೂರತ್‍ಲ್ ಉಳ್ಳದ್‍ನ ಕಾಂಬಕ್ ಕಯ್ಯತ ಕುರ್‌ಡಂಗನೆಕೆ ಆಯಿತ್‌ಪ್ಪ.
2PE.1.10	ಆನಗುಂಡ್ ನಾಡ ಅಣ್ಣತಮ್ಮಣಂಗಳೇ, ನಿಂಗಳ ದೇವ ಕಾಕ್‍ನದ್‌ಲ್ ಪಿಂಞ ದೇವ ಆಯ್ಕೆ ಮಾಡ್‍ನದ್‍ಲ್ ದೃಡವಾಯಿತ್ ಇಪ್ಪಕಾಯಿತ್ ಎಚ್ಚರತ್‍ಲ್ ಇರಿ; ಇನ್ನನೆ ನಿಂಗ ಮಾಡ್‍ಚೇಂಗಿ ನಿಂಗ ಬುದ್ದ್ ಪೋಪುಲೆ. 
2PE.1.11	ಇನ್ನನೆ ನಂಗಡ ಒಡೆಯನು ರಕ್ಷಕನುವಾಯಿತುಳ್ಳ ಯೇಸು 
2PE.1.12	ಆನಗುಂಡ್, ನಿಂಗಕ್ ಇದ್‍ನೆಲ್ಲಾ ಗೊತ್ತ್ಂಜತೇಂಗಿಯು, ಇಕ್ಕ ನಿಂಗಕ್ ಗೊತ್ತುಳ್ಳ ಸತ್ಯತ್‍ಲ್ ಸ್ತಿರವಾಯಿತ್ ಇಂಜತೇಂಗಿಯು, ಇದ್‍ನೆಲ್ಲಾ ಎಕ್ಕಾಲು ನಿಂಗಕ್ ಗೇನ ಮಾಡಿಯಂಡಿಪ್ಪಿ. 
2PE.1.13+2PE.1.14	ನಂಗಡ ಒಡೆಯನಾನ ಯೇಸು 
2PE.1.15	ಆನಗುಂಡ್, ನಾನ್ ಈ ಲೋಕತ್ಂಜ ಪೋನ ಪಿಂಞ ನಿಂಗ ಇದ್‍ನೆಲ್ಲಾ ಗೇನತ್‍ಲ್ ಬೆಚ್ಚಂಡಿಪ್ಪಕಾಯಿತ್ ಪ್ರಯತ್ನಪಟ್ಟಂಡುಂಡ್.
2PE.1.16	ನಂಗಡ ಒಡೆಯನಾನ ಯೇಸು 
2PE.1.17	ಇಂವೊ ನಾಡ ಕೊದಿರ ಮೋಂವೊ, ಇಂವೊಂಡ ಮೇಲೆ ನಾಕ್ ದುಂಬ ಕುಶಿ ಉಂಡ್‍ೕಂದ್ ಎಣ್ಣುವ ಆ ಸದ್ದ್ ಮಹತ್ವವಾನ ಮಹಿಮೇಯಿಂಜ ಅಂವೊಂಗ್ ಬಂದಿತ್, ಅಪ್ಪನಾನ ದೇವಡ ಕಡೇಯಿಂಜ ಅಂವೊಂಗ್ ಗನ ಪಿಂಞ ಮಹಿಮೆ ಕ್‍ಟ್ಟ್‌ಚಿ. 
2PE.1.18	ಅಕ್ಕ ಅಂವೊಂಡ ಕೂಡೆ ನಂಗಳು ಪವಿತ್ರವಾನ ಕುಂದ್‍ಲ್ ಇಂಜಂಡ್ ಆ ಸದ್ದ್ ಪರಲೋಕತ್ಂಜ ಬಂದಾನ ಕ್‍ೕಟತ್. 
2PE.1.19	ಈ ಅನುಬವ ನಂಗಕ್ ಕ್‍ಟ್ಟ್‌ನಗುಂಡ್, 
2PE.1.20	ಎಲ್ಲಾಕಿಂಜ ಮುಕ್ಯವಾಯಿತ್, ದೇವಡ ವಾಕ್ಯತ್‍ಲ್ ಉಳ್ಳ ಏದ್ ಪ್ರವಾದನೆಯು 
2PE.1.21	ಅಥವ, ಏದ್ ಪ್ರವಾದನೆಯು ಮನುಷ್ಯಂಗಡ ಚಿತ್ತತ್‍ರನೆಕೆ ಬಂದದ್ ಅಲ್ಲ; ದೇವಡ ಪವಿತ್ರವಾನ ಮನುಷ್ಯಂಗ 
2PE.2.1	ಇಸ್ರಾಯೇಲ್ ಜನಡ ಮದ್ಯತ್‍ಲ್ ಸಹ ಕಳ್ಳ ಪ್ರವಾದಿಯಂಗ ಇಂಜತ್. ಅನ್ನನೆ ನಿಂಗಡ ಮದ್ಯತ್‍ಲು ಕಳ್ಳ ಬೋದನೆಕಾರಂಗ ಇಪ್ಪ. ಅಯಿಂಗ ದಾರ್‌ಕು ಗೊತ್ತಿಲ್ಲತನೆಕೆ, ತಂತ್ರವಾಯಿತ್ ದೇವಡ ಮಕ್ಕಳ ಪಾಳ್ ಮಾಡ್‌ವ ಪಾಳ್ ಬೋದನೆನ ಬೋದನೆ ಮಾಡಿತ್, ಅಯಿಂಗಕ್ ರಕ್ಷಣೆ ತಪ್ಪಕಾಯಿತ್ ಬೆಲೆ ಕೊಡ್‍ತ ಒಡೆಯನ ಸಹ ಒತ್ತತೆ, ಅಯಿಂಗಕ್ ಅಯಿಂಗಳೇ ಬೆರಿಯ ನಾಶ ಬಪ್ಪನೆಕೆ ಮಾಡ್‌ವ. 
2PE.2.2	ಈ ಕಳ್ಳ ಬೋದನೆಕಾರಡ ಕೆಟ್ಟ ನಡತೇಲ್ ದುಂಬ ಜನ ನಡ್‍ಪ, ಅನ್ನನೆ ಅಯಿಂಗಡಗುಂಡ್ ಸತ್ಯತ್‍ರ ಬಟ್ಟೇರ ಪೆದಕ್ ದೂಷಣೆ ಆಪ. 
2PE.2.3	ದುರಾಸೇಲ್, ಅಯಿಂಗಳೇ ಮಾಡ್‍ನ ಕಥೇರ ಬೋದನೆರ ಮೂಲಕ ನಿಂಗಡಿಂಜ ಅಯಿಂಗಕ್ ಆದಾಯ ಆಪನೆಕೆ ವಂಚನೆ ಮಾಡ್‌ವ. ದೇವ ಅಯಿಂಗಳ ಪಂಡೇ ನ್ಯಾಯತೀರ್ಪ್ ಮಾಡಿರ್‌ತ್, ಅಯಿಂಗಡ ಮೇಲೆ ಬಪ್ಪ ಶಿಕ್ಷೆ ಬೆರಿಯ ಬಪ್ಪ.
2PE.2.4	ಪಾಪ ಮಾಡ್‍ನ ಪರಲೋಕತ್‍ಲ್ ಇಂಜ ದೂತಂಗಳ ಸಹ ದೇವ ಬುಟ್ಟಿತ್‌ಲ್ಲೆ, ಅಯಿಂಗಳ ನರಕಕ್ ಅಯಿಚಿತ್, ಇರ್‌ಟಾನ ಕುಂಡ್‍ಲ್ ತಳ್ಳಿತ್ ನ್ಯಾಯತೀರ್ಪ್ ಕೊಡ್‍ಪಕಾಯಿತ್ ಬೆಚ್ಚಿತುಂಡ್. 
2PE.2.5	ಪಂಡ್ ಕಾಲತ್‍ಲ್, ದೇವಡ ನೀತಿನ ಬೋದನೆ ಮಾಡ್‍ನ 
