GEN.1.1	Gaihcij dwg Cangqdiq cauh gwnzmbwn caeuq lajdeih okdaeuj he. 
HEB.10.36	Vih ij ciphengz Cangqdiq dih cawjeiq hwj ndaej daengz 
HEB.10.37	Goq yaepyet he, boux ij daeuj mwnq couh daeuj lo; de mbouj hawj vunz daengj de law. 
HEB.10.38	Boux gou yawj de suenq dwg mij'z coih hih vunz, de gaengjdingq vih sinq hwj ndaej miz mingh. Yiengq, hauhnaeuz de lau hwj mbouj caiq sinq lo nex, gou couh mbouj haenj de lo.
HEB.10.39	Hoeng, gyoengqraeuz mbouj dwg haeuj doengh cungj vunz lau hwj yiem 
HEB.11.2	Dangqlaux doenghbaez couh dwg vih 
HEB.11.3	Aenvih miz sinqsim, sojhij gyoengqraeuz couh rox gyoengqraeuz soj yawjraen hih gwnzmbwn lajdeih sojmiz hih cungj dwg baengh gij vah Cangqdiq hwj cauh baenz he, mbouj dwg baengh gijmaz yawj ndaej raen hih hwj cauh okdaeuj hih.
HEB.11.4	Couh aenvih sinq, Yaqbwz sinq Cangqdiq, sojhij de bwiz hawj Cangqdiq hih gij dajbwiz beij Gaihyinj bwiz hawj Cangqdiq hih gij dajbwiz ndei ndaej lai. Aenvih de sinq, Cangqdiq haenh de soj soengq hawj hih gij dajbwiz, haenh de dwg boux vunz simndei simsoh he. Gannaeuz de gaenq rai hoh lah, hoeng, aenvih de sinq hwj soj guh hih, daengz seizneix cungj lij aeu ma guh bangjyangq hawj gyoengqraeuz.
HEB.11.5	Caemh aenvih sinq, Hijnoz vih sinq 
HEB.11.6	Vunz hauhnaeuz mbouj sinq Cangqdiq, couh mij banqfaz ndaej hawj Cangqdiq haenjheiq; famz byawz siengj dep siengj gaen Cangqdiq hih, bietdingh ij sinq cingqcaen miz Cangqdiq, caemh ij sinq Cangqdiq gaengjdingq cangj hawj doenghheij vunz cingqcaen gouzcimh de he.
HEB.11.7	Caemh aenvih sinq, Nozyaq sinq Cangqdiq; de dingq daengz Cangqdiq daezsingj gingjgauq de 
HEB.11.8	Caemh aenvih sinq, Yaqbwzlahhanj sinq 
HEB.11.9	Caemh dwg aenvih de sinq 
HEB.11.10	Aenvih de ij daengj ndaej buen haeuj Cangqdiq soj sezgiq hwnq hih gij giek yungjyenj gaenj dwtdwt hih aen singz mwnq bae.
HEB.11.11	Caemh aenvih sinq, Yaqbwzlahhanj sinq Cangqdiq doiq de baujcingq hih dwg sinq ndaej goq hih, sojhij gannaeuz bonjfaenh de nienzgeij gaenq laux liux lo, 
HEB.11.12	Sojhij, de, Yaqbwzlahhanj, aen ndang de caenh luj mij'z yungh lo, hoeng, dauq ndaej miz lwg miz lan lai luj gij ndaundeiq gwnzmbwn, luj gij sa henz haij.
HEB.11.13	Gwnz neix daez daengz hih doenghheij vunz neix, caemh aenvih gyoengqde sinq 
HEB.11.14	Luj gyoengqde miz cungj daiqduq neix hih vunz, dwg cingqmingz gyoengqde siengj gag miz mwnq dieg bonjfaenh he. 
HEB.11.15	Gizsaed, gyoengqde gaenhbaenj mbouj dwg siengjniemh mwnq dieg coj gyoengqde hih, aenvih hauhnaeuz gyoengqde siengjniemh mwnq dieg coj gyoengqde hih nex, gyoengqde vanzlij miz gihveiq ndaej dauq maj hah. 
HEB.11.16	Gyoengqde soj siengjmuengh hih dauq dwg youq gwnzmbwn mwnq dieg engqgya ndei hih lah. Sojhij Cangqdiq gaenhbaenj mbouj vih gyoengqde yienghneix muengh hwj roxnginh saetnaj saetnyaenq, caemh haenjheiq gyoengqde nginh de dwg gyoengqde dih Cangqdiq, aenvih baenjlaiz Cangqdiq gaenq 
HEB.11.17+HEB.11.18	Caemh aenvih sinq, Yaqbwzlahhanj vih sinq 
HEB.11.19	Yaqbwzlahhanj sinq Cangqdiq ndaej hawj vunzrai dauqlix, sojhij cungjsuenq naeuz Hijsaj rai lo, de caemh sinq Cangqdiq caemh gaengjdingq hawj de ndaej dauqlix. Gizsaed doiq Yaqbwzlahhanj ma gangj, Hijsaj caemhdangq gaenq rai lo, gajlaeng caemhcaiq ndaej dauqlix lo.
HEB.11.20	Caemh aenvih sinq, Hijsaj sinq 
HEB.11.21	Caemh aenvih sinq, Yajgoz youq mwh de ijvanh rai hih mwhde, de hoh fuk hawj song daeglwg Yozswz, gajlaeng caemhcaiq daemx faexdwngx hwj baiq 
HEB.11.22	Caemh aenvih sinq, Yozswz youq mwh ijvanh rai hih mwhde, de sinq
HEB.11.23	Caemh aenvih sinq, bohmeh Mohsih vih sinq 
HEB.11.24	Caemh aenvih sinq, Mohsih hung le, mbouj nyienh'eiq guh daeglwg dah lwgsau goengjvuengz Ngaihgiz. 
HEB.11.25	 cingxnyienh guh gij vunz Cangqdiq, caeuq gij vunz Cangqdiq hwj caez souh nanh lah, dauq mbouj nyienh 
HEB.11.26	Aeu Mohsih ma yawj, youq ndaw lwgra de ndaej vih Gihduz hwj ngaiz souh nanh hih beij ndaej daengz Ngaihgiz hih saizcanj vanzlij dijbauj, aenvih de muengh baezneix dih cangjbyimj.
HEB.11.27	Caemh aenvih sinq, Mohsih vih sinq 
HEB.11.28	Caemh aenvih sinq, de vih sinq 
HEB.11.29	Caemh aenvih sinq, gij vunz Hijswzlez goq Hungz Haij caenh luj byaij goq gwnz hawq. Hoeng, gij vunz Ngaihgiz siengj gaen gyoengqde bae, 
HEB.11.30	Caemh aenvih sinq, 
HEB.11.31	Caemh aenvih sinq, Lahhoz dah lauxgawj neix, vih sinq 
HEB.11.32	Luj doenghheij vunz neix, gou vanzlij ij lailai geq okdaeuj haem mah? Hauhnaeuz ij geq, beijgangj Gihdenq hah, Bahlah hah, Canhsoenh hah, Yehfuzdah hah, caeuq Daqveiq hah, Sajmujwj hah, caeuq doengh boux cenz gij vah Cangqdiq hih hah; 
HEB.11.33	Doengh boux, doengh gyoengq neix cungj dwg vih sinq 
HEB.11.34	cix ndaej maet feiz rem, deuz ok caxgyiemq mbouj ngaiz ndaemq rai, doeknaiq bienq gyenhgyangz, doxhoenx yungjgamj mbouj lau rai, hoenxhingz vaihguek.
HEB.11.35	Vanzlij miz, 
HEB.11.35	Vanzlij miz hih vunz caemh 
HEB.11.36	Caemh 
HEB.11.37	Caemh vanzlij miz hih vunz ngaiz vunz aeu rin ma dub rai, ngaiz vunz aeu gawq ma gawq rai,
HEB.11.38	bae daengz cahmoz, rogndoi, conghgamj, doengh mwnq yienghneix youq. Doenghheij vunz neix dij goq aen seiqgyaiq neix bae; aen seiqgyaiq neix boiq mbouj hwnj gyoengqde.
HEB.11.39	Doenghheij vunz neix, aenvih gyoengqde sinq 
HEB.11.40	aenvih Cangqdiq hawj gyoengqde daeuj caeuq gyoengqraeuz itheij yangjcouq de vih gyoengqraeuz hwj nganhbaiz gij engqgya ndei he. Yienghneix gyoengqde cij ndaej hab'eiq habhoz Cangqdiq liuxliux.
HEB.12.1	Yiengq, giqyienz miz baenx lai vunz cingqmingz 
HEB.12.2	Gyoengqraeuz caemh wnggai dawz singjsaenz coengq youq gwnz ndang Yehsuh, aenvih de dwg daiq daeuz hawj gyoengqraeuz sinq he, caeuq hawj gyoengqraeuz ndaej gyenhciz sinq raixcaix he. De vih miz gij engqgya angq he hwj daengj de he, de couh naenxsim mbouj dawz de ngaiz ding hwnj gwnz gyaq cixcib bae rai hih dangqbaenz dwg gij saetnaj saetnyaenq he. Seizneix de gaenq ndaej naengh youq baixgvaz Cangqdiq lo.
HEB.12.3	Faenhsou wnggai ngeix daengz de souh daengz vunz vaih fanjdeiq de, caeuq de doxngig, de vanzlij ndaej naenxsim hih, faenhsou couh mbouj doeknaiq lo. 
HEB.12.4	Gizsaed faenhsou caeuq 
HEB.12.5	 gujliq faenhsou caemhdangq luj gujliq lwg bonjfaenh de yienghmwnq. Faenhsou wnggai ndaejgeiq, 
HEB.12.5	Lwg gou hax, mwngz mbouj ndaej mbouj dawz haeuj rwz Cangqdiq dih guenjgyauq; ngaiz de ndaq naeuz hih mwhde caemh mbouj ndaej doeknaiq, 
HEB.12.6	aenvih de guenjgyauq de soj aiq hih vunz, fad de soj nginh ciengx hih lwg.
HEB.12.7	Sojhij, Cangqdiq guenjgyauq faenhsou hih mwhde, faenhsou ijaeu rox naenxsim, aenvih Cangqdiq doiq faenhsou caemhdangq boh doiq lwg yienghmwnq. Nwjh miz naeuz lwg mbouj ngaiz boh guenjgyauq hih nej? 
HEB.12.8	Yiengq, hauhnaeuz faenhsou mbouj ndaej luj doenghheij lwg Cangqdiq ndaej daengz de guenjgyauq nex, faenhsou couh dangq dwg lwgndai, mbouj dwg caen lwg de lo.
HEB.12.9	Gangj daengz gyoengqraeuz, boh seng ciengx gyoengqraeuz, guenjgyauq gyoengqraeuz, gyoengqraeuz vanzlij rox soenhgingq de hwx; gangjnaeuz dwg daxboh hoenzsaenz raeuz, gyoengqraeuz mbouj engqgya ij soenhgingq de haz? Yienghneix gyoengqraeuz mbouj engqgya ndaej miz mingh haz? 
HEB.12.10	Daxboh gyoengqraeuz guenjgyauq gyoengqraeuz dwg ciuq gij cawjeiq bonjfaenh de ma camqciz guenjgyauq gyoengqraeuz hih; caenhgag Cangqdiq guenjgyauq gyoengqraeuz cij ndaej hawj gyoengqraeuz cingqcaen miz ik hih, hawj gyoengqraeuz ndaej bienqbaenz luj de dwzbez he, ndei he. 
HEB.12.11	Gannaeuz youq mwh ngaiz guenjgyauq hih mwhde cungj dwg roxnginh mbwq, sim mbouj onj lah, hoeng, daengz gajlaeng doenghheij ndaej daengz guenjgyauq hih, ndaej duenqlenq goq hih, cungj ndaej bienqbaenz vunz ndei, ndwn ndaej cingq he, ndaej an'onj he.
HEB.12.12	Sojhij, faenhsou ijaeu miz singjsaenz cengqgengz yingx gij fawz mij'z rengz faenhsou hwnjdaeuj, ndwn soh gij ha naet faenhsou, 
HEB.12.13	caemh ij coih bingz diuz roen dangqnaj faenhsou, yienghneix couh ndaej hawj gij vunz ha vaij he mbouj ngaiz laemx, dauqfanj ndaej giengz ndei hwnjdaeuj.
HEB.12.14	Gou naeuz faenhsou hax, faenhsou wnggai cwnqliengq caeuq vunz doxhuz, caemh ij goq cungj saenghhoz hab'eiq habhoz Cangqdiq he, aenvih hauhnaeuz mbouj goq cungj saenghhoz hab'eiq habhoz Cangqdiq he nex, couh mbouj ndaej raen Cangqdiq lo. 
HEB.12.15	Faenhsou caemh ijaeu siujsim, mienxndaej miz hih vunz ngaiz mbouj ndaej daengz Cangqdiq dih haijliengh, caemh ijaeu siujsim, mienxndaej miz gijmaz doeg youq faenhsou ndaw de fat hwnjdaeuj hwj gaujluenh faenhsou, hawj faenhsou bienqbaenz mbouj hab'eiq habhoz Cangqdiq. 
HEB.12.16	Caemh ijaeu siujsim, mienxndaej miz vunz guh gij ndaengndwet he, cixnaeuz guh gij luj Hijsauj yienghmwnq mbouj yawjnaek Cangqdiq he, vih ij gw donq haeux he hwj daiqlienz gij gienz lwgdaeuz de cungj hai bae he.
HEB.12.17	Faenhsou caemh rox, Hijsauj gajlaeng de gannaeuz daejdaej gouzgouz daxboh de, ij hawj daxboh de hoh fuk hawj de lah, hoeng, cungj mij banqfaz ndaej hawj daxboh de hoh fuk hawj de.
HEB.12.18	Faenhsou gaenhbaenj mbouj 
HEB.12.19+HEB.12.20	Gyoengqde dingqri miz sing boq gywnhhauh caeuq miz sing mingqlingq goggog naeuz: 
HEB.12.19+HEB.12.20	Famz bungq dawz aen bya neix hih, cungjsuenq naeuz dwg doenghduz, cungj ij ngaiz dawz ma aeu rin dub rai bae.
HEB.12.19+HEB.12.20	Gij vunz Hijswzlez dingq daengz yienghneix le, cungj lau hwj ij rai, 
HEB.12.21	Mwhde yawj hwj yungyiemj raixcaix; daiqlienz Mohsih cungj lau hwj naeuz: “Gou lau hwj dungxmbouq ndangsaenz dedded bae.”
HEB.12.22	Hoeng, faenhsou nej, faenhsou dauq dwg ndaej bae daengz aen bya Cizanh, bae daengz aen singz yungjyenj lix dih Cangqdiq, couh dwg youq gwnzmbwn dih Yehluqsajlaengj Singz, bae daengz mwnq miz ciencien fanhfanh bouxcai Cangqdiq angq vaujvauq hwj doxcomz youq hih mwnq, 
HEB.12.23	bae daengz mwnq miz gij lwgdaeuz Cangqdiq doxcomz hih mwnq; gij coh gyoengqde gaenq daengh youq gwnzmbwn 
HEB.12.24	bae daengz dangqnaj Yehsuh, boux guh 
HEB.12.25	Faenhsou bietdingh ijaeu siujsim, baenzbaenz mbouj ndaej yiem 
HEB.12.26	Mwhde Cangqdiq daj gwnz bya Sihnaiq gingjgauq gij vunz Hijswzlez hih mwhde, gij sing de gog hwj deih doengh bae, hoeng, seizneix de baujcingq naeuz:
HEB.12.26	Baezneix gou mbouj danhcij caiq hawj deih doengh mbat haem, vanzlij ij hawj mbwn doengh haem.
HEB.12.27	Gawq ‘caiq mbat haem’ gawq neix dih iqswh dwg naeuz gwnzmbwn lajdeih sojmiz cauh okdaeuj hih cungj ij ngaiz saenqdaenh doengh hwj byoeng bae; lij gag gij mbouj ngaiz saenqdaenh byoeng mwnq ndaej 
HEB.12.28	Yiengq, giqyienz gyoengqraeuz ndaej daengz aen guek mbouj ngaiz saenqdaenh doengh byoeng mwnq vwz, gyoengqraeuz couh wnggai rox docih 
HEB.12.29	Aenvih gyoengqraeuz dih Cangqdiq dwg dangq gij feiz remrem ndaej coemh sojmiz he.
HEB.13.1	Faenhsou ij wnggai siengzseiz doxaiq luj caencik beixnuengx yienghmwnq doxaiq. 
HEB.13.2	Ij caensim caen'eiq daih hek, aenvih miz hih vunz couh dwg yienghneix guh hwj engq ndaej daih daengz bouxcai Cangqdiq. 
HEB.13.3	Faenhsou ijaeu ngeix daengz doenghheij ngaiz gyaeng youq ndaw lauz hih vunz, gvansim gyoengqde caemh luj gvansim bonjfaenh faenhsou, caenh lujnaeuz faenhsou caemh ngaiz gyaeng yienghmwnq; caemh ij ngeix daengz doenghheij vunz ngaiz bwkhaih he, gvansim gyoengqde caemh luj gvansim bonjfaenh faenhsou, caenh lujnaeuz faenhsou caemh ngaiz vunz bwkhaih yienghmwnq.
HEB.13.4	Faenhsou daixgya cungj ij soenhcungq vwnhyenh; gvanjbaz dih ndaek cungj gvanhaeh mwnq mbouj ndaej boqvaiq, aenvih guh doenghgij ndaengndwet guhyoux hih vunz gaengjdingq ngaiz Cangqdiq saemjbuenq.
HEB.13.5	Faenhsou caemh mbouj ndaej dam cienzcaiz; ij wnggai doiq bonjfaenh soj miz hih rox gaeuq, aenvih Cangqdiq naeuz goq naeuz:
HEB.13.5	Gou yungjyenj mbouj liz faenhsou vwt faenhsou.
HEB.13.6	Sojhij gyoengqraeuz wnggai mbeihung hwj naeuz: “Cangqdiq dwg bang gou hih; gou gaengjdingq mbouj lau. Vunz cix ij dawz gou baenzlaw yiengh bae?”
HEB.13.7	Faenhsou caemh ijaeu ngeix daengz doenghbaez daiq faenhsou, cenz gij vah Cangqdiq naeuz faenhsou ni hih vunz; ij hag gyoengqde miz sinqsim, louzsim gyoengqde baenxseiq vunz dwg baenzlaw saenghhoz, dwg baenzlaw ndaej doiq vunz miz ik. 
HEB.13.8	 Yehsuh Gihduz; de mboujguenj seizlawz, ngoenzlwenz cixnaeuz ngoenzneix cixnaeuz daengz yungjyenj, cungj dwg doxdoengz.
HEB.13.9	Faenhsou mbouj ndaej gaen 
HEB.13.10	Hoeng, gyoengqraeuz miz aen daiz dajbwiz he, 
HEB.13.11	Yienzlaiz ciuq gij gveihdingq gaeuq, goengjsae dajbwiz daeuzdaeuz ij gaj doenghduz hwj dawz gij lwed de ma dangq guh gij dajbwiz hwj bae daengz cangqbungz Cangqdiq bwiz cueg coih; lij duz de, ij youq rog yingz coemh. 
HEB.13.12	Caemh doxdoengz, Yehsuh caemh dwg rai youq rog; de yungh gij lwed bonjfaenh de ma hawj vunz bienqbaenz mij'z coih. 
HEB.13.13	Yienghneix gyoengqraeuz caemh wnggai ok rog singz bae cimh de, caeuq de itheij ngaiz souh daengz vunz nyoegnyamx, 
HEB.13.14	aenvih aen seiqgyaiq neix mbouj miz aen singz yungjyenj dwg aen gyoengqraeuz he; gyoengqraeuz seizneix cingq muengh daengj aen singz yungjyenj mwnq nex.
HEB.13.15	Gyoengqraeuz wnggai dunghgoq Yehsuh Gihduz hwj siengzseiz yungh haenh ma bwiz hawj Cangqdiq, couh dwg naeuz yungh conghbak raeuz ma gangj, nginh de baenxlai ndei. 
HEB.13.16	Gyoengqraeuz caemh mbouj ndaej lumz guh ndeisaeh caeuq bang vunz, aenvih yienghneix guh couh dangq gij dajbwiz Cangqdiq haenjheiq he.
HEB.13.17	Faenhsou caemh ij dingq doenghheij daiq faenhsou he, ij ciuq gij vah gyoengqde bae guh, aenvih gyoengqde dwg hen caeuq baujhuq gij hoenzsaenz faenhsou he, caemh dwg ij 
HEB.13.18	Ceiqhaeuq, cingj faenhsou bang gyoengqraeuz gouzhaenh Cangqdiq bax! Aenvih gyoengqraeuz gag rox gyoengqraeuz soj guh hih cungj dwg doiq ndaej hwnj liengzsim hih; gyoengqraeuz caemh muengh gyoengqraeuz guh saeh guh ndaej deng. 
HEB.13.19	Youq dineix, gou engqgya dwzbez cingj faenhsou bang gou gouz Cangqdiq, gouz de hawj gou ndaej vaiqdi maj faenhsou mwnq.
HEB.13.20	Muengh nyok bingzan dih Cangqdiq, couh dwg boux dunghgoq gij lwed laeb gij baujcingq yungjyenj mbouj bienq hih ma hawj veijdaq dih bouxcawj raeuz Yehsuh boux ciengx yiengz neix daj rai ndaej dauqlix dih Cangqdiq, 
HEB.13.21	muengh de nyok hawj faenhsou soj ij yungh hih gij ndei he, hawj faenhsou ndaej ciuq gij cawjeiq de bae guh. Caemh muengh de dunghgoq Yehsuh Gihduz dih rengz hwj youq gwnz ndang faenhsou guh de soj haenj hih saeh. Muengh najrongh yungjyenj gvi hawj de! Ahmaenz.
HEB.13.22	Gak boux beixnuengx hax, gou gyenjdanh sij fung saenq mbouj daiq raez neix; gou cingj faenhsou naiqsim yawj ndaw de gou doiq faenhsou dih gujliq.
HEB.13.23	Gou siengj hawj faenhsou rox Dizmohdaiq boux beixnuengx gyoengqraeuz, de gaenq ndaej coengq okma lo. Hauhnaeuz de ndaej daeuj daengz gou dineix vaiq nex, gou couh caeuq de itheij bae faenhsou mwnq yawj faenhsou.
HEB.13.24	Ceiqhaeuq caiq cingj faenhsou bang gou cam doengh boux daiq faenhsou he ndei, caeuq cam faenhsou mwnq sojmiz hih gij vunz Cangqdiq ndei. Daj Iqdaqliq daeuj hih gij vunz Cangqdiq caemh cam faenhsou ndei.
HEB.13.25	Muengh Cangqdiq doiq faenhsou daixgya haijliengh! Ahmaenz.
JAS.1.1	Gou dwg Yajgoz, dwg bouxhoiq Cangqdiq, caemh dwg bouxhoiq bouxcawj raeuz Yehsuh Gihduz; faensanq youq gak dieg hih cibngeih aen cuz 
JAS.1.2	Gak boux beixnuengx hax, faenhsou roeb daengz gak cungj gaujniemq hih, ij wnggai nginh dwg gienh saeh ndei he hwj sim'angq; 
JAS.1.3	faenhsou wnggai rox, dunghgoq gaujniemq faenhsou sinq 
JAS.1.4	Hoeng, faenhsou ij rox gyenhciz roengzbae, cij ndaej guh daengz mij maz diudik, cibcukcib ndei he.
JAS.1.5	Hauhnaeuz faenhsou miz byawz mbouj coengjmingz geijlai hih, couh wnggai gouz Cangqdiq. Gouz le, de couh nyok coengjmingz hawj faenhsou lo, aenvih de mbouj gvaiq vunz gouz de; de haenjheiq nyok hawj vunz lailai. 
JAS.1.6	Cijaeu faenhsou miz sinqsim bae gouz, mbouj ngeiz 
JAS.1.7+JAS.1.8	Doenghgij vunz yaepyaep yuekyuek sim mbouj dingh hih, 
JAS.1.9	Gungzndangj hih beixnuengx hax, wnggai angq, aenvih faenhsou 
JAS.1.10	Fouqmiz hih vunz hax, cijaeu faenhsou rox faenhsou 
JAS.1.11	gyangjngoenz ok daeuj cik, nywj caemh reuq, va caemh loenq. Caemh doxdoengz, boux fouqmiz hih, youq de lauh ngaenz hih mwhde, caemh luj yienghneix gajlaeng caemh ngaiz rai lo.
JAS.1.12	Dingx ndaej gaujniemq hih vunz dwg miz fuk hih, aenvih de dunghgoq gaujniemq ndaej gaeuqgwz le, couh cangjliq ndaej seiqseiz lix dih gij najrongh mwnq lo; gij najrongh neix dwg bouxcawj raeuz baujcingq hawj gij vunz aiq de he. 
JAS.1.13	Yiengq, hauhnaeuz ngaiz yaeuh hwj siengj guh vaihsaeh hih mwhde, mbouj ndaej naeuz: “Gou ngaiz Cangqdiq yaeuh lo,” yienghneix naeuz, aenvih Cangqdiq mbouj ngaiz vunz yaeuh hwj guh vaihsaeh, de caemh mbouj yaeuh vunz. 
JAS.1.14	Gizsaed, vunz ngaiz yaeuh, dwg vih bonjfaenh dih damsim hwj gag bae guh lah. 
JAS.1.15	Yalw dih damsim ndaej hawj vunz famh coih; famh coih ndaej hawj vunz rai.
JAS.1.16	Sojhij, gak boux beixnuengx hax, gaejyungh ngaiz vunz yaeuh. 
JAS.1.17	Cauh rongh dih Cangqdiq, 
JAS.1.18	De ciuq gij cawjeiq bonjfaenh de yungh gij saedsaeh ndei siuhsiz de ma hawj raeuz ndaej dauqlix, hawj gyoengqraeuz ndaej guh daixit buek de doiqyungz cauh he hwj guh gij vunz de.
JAS.1.19	Gak boux beixnuengx hax, faenhsou wnggai rox, wnggai sijsaeq dingq vunz gangj, gaejyungh gaenj gangj gijmaz vah, caemh gaejyungh singqheiq gaenj fatheiq, 
JAS.1.20	aenvih vunz fatheiq couh mbouj ndaej guh gij hab'eiq habhoz Cangqdiq he lo. 
JAS.1.21	Sojhij faenhsou wnggai duet ok doenghgij ya'mboujlw mwnq caeuq doenghgij doegsieb mwnq; wnggai miz aen sim docih he hwj ciep aeu 
JAS.1.22	Faenhsou wnggai ciuq gij saedsaeh mwnq bae guh, gaejyungh cij rox dingq, mbouj rox bae guh; hauhnaeuz caenhgag dingq dauq mbouj ciuq bae guh hih, yienghmwnq caemhdangq gag yaeuh bonjfaenh lo, 
JAS.1.23	aenvih dingq hoengq mbouj guh, couh luj vunz gag ciuj gingq gag ciuq raen baj naj bonjfaenh; 
JAS.1.24	ciuq sat le, caemh lumz gij saeksiengq bonjfaenh lo. 
JAS.1.25	Hoeng doengh boux cuqhiq dingq caemh mbouj lumz cix soenhsouj gij fazliz dingh ndaej ndei, hawj vunz ndaej swqyouz hih, doenghheij vunz neix, mboujguenj de guh gijmaz, 
JAS.1.26	Yiengq, hauhnaeuz miz cungj vunz he, de gag naeuz bonjfaenh de dwg yawjnaek Cangqdiq hih, hoeng de dauq doeng gangj sae gangj, mij guenj ndei conghbak bonjfaenh, luj yienghneix hih vunz dwg gag yaeuh bonjfaenh hih; de dih yawjnaek dwg mij'z yungh hih. 
JAS.1.27	Dauq dwg doenghheij vunz yawjraen lwggyax, raen mehmaiq miz nanh le couh bae bang hih, caemh mbouj bae gaen aen seiqgyaiq neix hih doenghheij yalw he hih, gyoengq vunz neix soj guh hih youq ndaw lwgra Cangqdiq, Bohmbwn raeuz, dwg ndei hih, mbouj miz maz ndaej diudik hih.
JAS.2.1	Gak boux beixnuengx hax, giqyienz gyoengqraeuz dwg lwgsae najrongh dih bouxcawj raeuz Yehsuh Gihduz vwz, yiengq couh mbouj ndaej yawj vunz guh saeh lo. 
JAS.2.2	Beijgangj naeuz miz boux vunz fouq he, gwnz fawz de daenj miz haedfawz gim hwj caemh daenj buh gyaeugyaeu ndeindei hwj haeuj ndaw veiqdangz faenhsou bae. Yiengq caemh miz boux vunz gungz he, gij buh de vaih vadvad, caemh haeuj ndaw veiqdangz faenhsou bae. 
JAS.2.3	Yiengq, hauhnaeuz faenhsou riu veujveuq hwj doiq boux vunz fouq mwnq naeuz: “Daeuj, cingj mwngz naengh mwnq daixdaeuz neix,” doiq boux vunz gungz mwnq dauq naeuz: “Mwngz couh ndwn youq mwnq bax!” cixnaeuz doiq de naeuz: “Naengh youq henz daengq gak ha gou bax!” 
JAS.2.4	Hauhnaeuz dwg yienghneix nex, couh dwg naeuz faenhsou yawj vunz guh saeh, luj doenghheij ndwn mbouj cingq hih saemjbuenqguenh yienghmwnq lo.
JAS.2.5	Gak boux beixnuengx hax, cingj faenhsou dingq gou naeuz sou ni: Cangqdiq senj doenghheij vunz vunz yawj gyoengqde dwg vunz gungz hih okdaeuj, hawj gyoengqde sinq Gihduz raixcaix, caemh hawj gyoengqde ndaej gaep haeuj aen guek de; aen guek de dwg de baujcingq hawj gij vunz aiq de he. 
JAS.2.6	Hoeng, faenhsou dauq yawj doenghgij vunz gungz neix ngawz. Gizsaed, hangz faenhsou haep faenhsou, rag faenhsou bae fazdingz hih dauq dwg doenghgij vunz fouqmiz ngaenz he lah! 
JAS.2.7	Bangjlaih 
JAS.2.8	Hauhnaeuz faenhsou ndaej guh daengz luj ndaw Singqgingh ndaw de soj sij dih gij veijdaq dih fazliz “Aiq vunz caemh ij luj aiq bonjfaenh” yienghneix nex, couh baenz lo. 
JAS.2.9	Hoeng, caiq hauhnaeuz faenhsou yawj vunz guh saeh hih, faenhsou couh dwg famh coih lo, aenvih faenhsou famh fazliz. 
JAS.2.10	Mboujguenj byawz famh fazliz hih diuz he, yiengq de couh dangq famh fazliz sojmiz hih lo. 
JAS.2.11	Cingq luj Cangqdiq naeuz: “Mbouj ndaej guhyoux,” caemh naeuz: “Mbouj ndaej gaj vunz.” Yiengq cungjsuenq naeuz mbouj guhyoux hwjx, hoeng dauq bae gaj vunz, yiengq ciuqyiengh dwg famh fazliz.
JAS.2.12	Yiengq, giqyienz faenhsou ij souh daengz gij fazliz ndaej hawj vunz swqyouz mwnq dih saemjbuenq vwz, faenhsou soj gangj hih soj guh hih cungj ij hab gij fazliz hawj vunz swqyouz neix. 
JAS.2.13	Hauhnaeuz faenhsou doiq vunz youqgaenj, yiengq 
JAS.2.14	Gak boux beixnuengx hax, hauhnaeuz miz vunz gag naeuz bonjfaenh de sinq 
JAS.2.15	Caemhdangq naeuz faenhsou raen miz boux beixnuengxlaw mij'z gw mij'z daenj lo, 
JAS.2.16	caemh rox naeuz: “Muengh mwngz bingzan! Muengh mwngz gw ndaej imq, daenj ndaej raeuj hwj,” hoeng, dauq mij bae bang de, mij hawj de ij gw ij yungh he, yiengq miz maz yungh nej? 
JAS.2.17	Caemh doxdoengz, caenhgag naeuz sinq, sinq, sinq, hoeng dauq mij guh saek yiengh ndeisaeh, yiengq caemh daengjhih lingz.
JAS.2.18	Yiengq, ciuq luj yienghneix ma gangj, gaengjdingq ij miz vunz naeuz: “Mwngz naeuz mwngz sinq, hoeng mwngz caemh mij guh gijmaz ndeisaeh okdaeuj hah; gou mij naeuz gou sinq, hoeng, gou dauq guh ndeisaeh hah. Yiengq mwngz naeuznaeuz yawj dwg bouxlawz sinq lux?” 
JAS.2.19	Mwngz sinq naeuz Cangqdiq cijngamq miz boux Cangqdiq dog. Deng hah, mwngz naeuz ndaej deng hah; 
JAS.2.20	Gij vunz ngawz faenhsou hax! Faenhsou mbouj rox caenhgag naeuz sinq hoeng mij guh ndeisaeh hih dwg mij'z yungh hih mah? 
JAS.2.21	Gou naeuz sou ni hax, cojgoeng raeuz Yaqbwzlahhanj dawz daeglwg de Hijsaj ma guh gij dajbwiz hwj coengq hwnj gwnz daiz dajbwiz bae bwiz 
JAS.2.22	Faenhsou yawj hux, de yienghneix guh couh ndaej cingqmingz naeuz de sinq hah. Sojhij ciuq luj yienghneix ma yawj, de cix sinq cix guh; sinq caeuq guh doxbangbouj. Vih guh hwj ndaej suenq sinq liuxliux. 
JAS.2.23	Yiengq cingq lingz ok ndaw Singqgingh ndaw de sij naeuz:
