MAT.1.1	Devit ninado Abraham nah sapfii mpou Jisu Kristamah adoidoi tiisii lungkahum Pfiitat mah larek.
COL.2.16	Teijangpii kachii kito, kasak kito, mak-kii kung sang ngi katii, mak-kii sakhii kasatai, mak-kii ntak piinei leimikmah kaang kito mei hangninii kaniido gonyiigo samtak tiimatu sulo. 
COL.2.17	Aihang ai pat tang karam tha hang mah khiina teiroile; kasang teinii Kristale. 
COL.2.18	Mikpii meinii ngou kasu kangou hang jangpii sagoiki lesii tamsii kaleimei sateichii kasang kasu meinah mah jairali ninado sating gam rakot hang go matalosii tamsii kaleimei kata hangninii kaniido gonyiigo tiimaga malei sulo; tei kakum mei teinii meinahnii swi maning kalei mpoumah kamaning hangteipii magat totakle. 
COL.2.19	sateichii apum mah aphyii kasat tiisii kalei Krista gamkii jum kabam tei matou aitakle, pum hang ai Krista kangto chiitak doule sateichii mpoumah ashaang shaang ninado abiit-biit hangteipii jum njabamle, sateichii teitei Saraanii mimatu kanyii taiswisii dileile.
COL.2.20	Gonyiinii Kristago kaswisii taitakle sateichii sazyii pouryiigo apum katii rangii hang kito laat mpatpyii aitakle; tei tiileponii, Gonyiinii sazyii pouryii kangto kalei takumpii dajangpiinii lungleipo? 
COL.2.21	“Jum sulo, masai sulo, deng sulo, katu aikakum jaihang kangtei nkang leipo?” 
COL.2.22	Aihang ainii binii poisii jum kaleitai maiga katu mah pot hang go tamsii leile, teihang teinii meinahnii tiikalu jai ninado ralikapyii teiroile. 
COL.2.23	Teikakum ajai hangteinii rakotgo atei tiisii kamata kito sateichii kasang kasu meinah jairali kito, sateichii pumrongmah, ngou kahing sadoi kashyii kito swirek kabigo ka-njasii kaleigo reile, Nlenii ahnyii teinii pumzaimah marai majang go namsii pungmatui wotang karam kasang maikateeng tei gale.
COL.3.1	Gonyiinii Kristago kaswisii ring- khii takle, Kristanii mpoumah sagongmah bam kito Saraamah bah ajiilamto bamsii kalei, sagoi gamto kalei mah pot hang gotei fiilo. 
COL.3.2	Sagoi gamto kalei mah pot hang kiteikii gonyii lungswi tei keilo, sazyii pouryii aikito kalei mah pot hang kiteikii kaisulo. 
COL.3.3	Kadapokii gonyiinii taitakle, sateichii Kristago kaswisii gonyiimah karing tei Saraa dakii kabaibamle. 
COL.3.4	Gonyiimah kasang karing tei Kristale, sateichii mpounii kagongki gonyiiniido mpougo ka- swisii gongsii mpoumah pumtei kava tei njaitangle.
COL.3.5	Teijangpii gonyii lungto sazyii pouryiimah kamaning kamarei tha tiisii kalei, katunii, sapwimei sapfiimei kashyii kahong tha katii, matei kasu, matei kasu marai majang katii, kashyii go kamarai sateichii lukanyii (ai tingtugo kamaning mahjai hangniniile) gotei tiitat ailo. 
COL.3.6	Ai kakum jangpiinii katam swikasu meihang phyiiryiitei Saraamah ra- karhii gongle. 
COL.3.7	Gonyiinii tha aihang kito lungkalei kak, gonyiido teikito tinglang hangniniiki tatdo tatsii leile.
COL.3.8	Nlenii aitoinii rakarhii, raikapat, kamaimhii kalet kalou katii sateichii gonyiimwi kito tamjyii kasu katam kamalhii hang ai matou ailo. 
COL.3.9	Hangninanii hangninii dakii chui- sulo, kadapokii gonyiinii mei kaham gotei, ahmah jairali hangtei njasii poitoi aitakle. 
COL.3.10	Sateichii teigo tiikapyii mah khii njoi taiswisii swikati kito tiiranu tiisatei kabam, mei kasatai gotei nat kai kalei takum kai wotakle. 
COL.3.11	Kasatai mei aikito, Grikmei ninado Jehudimei, tiigyii malem kaleimei ninado tiigyii malem kasumei, dikhiikasumei, meijai tika- sumei, kabangmei ninado Abangmei katu gale, nlenii Kristanii mahlyii hangle, sateichii mahlyiihang kito leile.
COL.3.12	Teijangpiinii Saraamah kalei kalu kamatei ninado lungkasyiimei hang takumpiinii, lungset kati, lung- kasyii, lung kasana, lung kamanoi lung leh kati, tei gonyiinii nat kaikalei takumpii kai wolo. 
COL.3.13	Hangninanii hangniniigo lung leh kati tiisii, mei kata hangninanii mei kata hangninii phyiiryiikii samou kasu leileponii, hangninanii hangni- niigo magapyiilo; Abangpiinii gonyiigo magakapyii takumpii gonyiiniido magapyii tang karamle. 
COL.3.14	Sateichii aihang phyiiryiikii sajek gasii mahlyiihang go jum njapyiisii kalei lungkasyii tei nat kaikalei takumpii kai wolo. 
COL.3.15	Sateichii Kristamah kamajung teipii gonyii hang lung kito apum tiimatulo; gonyiigo teijangpii apum hangninii tiisii latdo latpyii takle; sateikii gonyiinii hakalangdo tamlo. 
COL.3.16	Kristamah samtam tei gonyii lung kito moisii leimatulo, swirek kabi hang kito hangninanii hangniniigo ralipyiilo sateichii dwisii tiimajyii tiimatui pyiilo, sateichii Saraago tam kamatoi lhii, Saraago kamata lhii ninado rangii lhii hang- teipii gonyiihang lung kito Saraago hakalang katam teipii lhii tei tiilo. 
COL.3.17	Sateichii gonyiinii katalyii hang katii kito, samtam kito, mak-kii katii kapung kito pfii Saraa Jisu paito hakalang tamsii, Bangpii Jisu zeikito mahlyiihang tei tiilo.
COL.3.18	Noumei, gonyii naamei kang nkanglo, dapokii Kristenmei tiisii teitei nangnii tiitang karamle.
COL.3.19	Naamei, Gonyii noumeigo lung- syiilo, sateichii ahnyii phyiiryiito kakaa tei tiisei sulo.
COL.3.20	Nahmei, mahlyii hang kito gonyii pwi gonyii pfiinii katam swilo, dapokii teitei Saraa djyii karanga teile.
COL.3.21	Apfiimei, Gonyii nahmeinii lung katai tei patlak tang karam jangpii, ahnyiinii rarhii kabui tiisii ahnyiigo n-gisulo.
COL.3.22	Kabangmei, meigo lung kashat tha katiimei takumpiinii mikmah nga kanga tei tiisupii, lungswi kangkii tiisii, Abangpiigo hingsii thalyiihang kito gonyiimah sazyii pouryiimah apum tiisii kaleimei mah katam tei swilo. 
COL.3.23	Gonyiinii katii hangtei meijangpii tiisupii Saraa jangpii tiikapyii takumpiinii gonyii lung ntasii tiilo. 
COL.3.24	Sateichii mpoumah mei jangpii mpounii kaidek kabam tei Abangpiinii gonyiigo alangh hang- ninii tiisii pyiitangle katu tei ma- ninglo. Kadapokii Krista tei nangnii nga ngakalei kasang apumpii teile. 
COL.3.25	Sateichii tiima kaleimei hang gotei mpou mpounii tiima kabam hang jangpii powtei ruitangle, dapokii kaku ka-nraang gasii mei hang go Saraanii samtak tiile.
COL.4.1	Apum mei sating gamto gonyiimahdo apumpii leile katu tei tisii, Gonyii kikaleimei dakii majyiisii sateichii bisii tiiseilo.
COL.4.2	Kariita kito nlaisulo, sateichii Saraago hakalang tamsii gonyiinii riitasii kalei kito machyiigatlo; 
COL.4.3	sa- teichii Kristamah kamakum samtei nyiinii tampyii ralipyii tang karam jangpii Saraanii tinglang kabi tei nyiigo pyii kabui tiisii nyii jangpii- niido riitapyiilo. Kadapokii teijangpii aitoi Inii kabang kito bamle. 
COL.4.4	Teijangpii Inii tam kapyii kito Inii teitei mateisii tam mpat tang karam jangpii riitapyiilo.
COL.4.5	Gonyiinii tinglang kabi kadouta tei jum matousii, sabato kaleimei dateito gonyiinii sakaisii tatlo. 
COL.4.6	Gonyiimah samtam tei tinglang kaleita thai takumpii kumbitang karamle, ninado shiibi tang karamle, sateichii mei nsang nsang dakii kekhalat tang karam kasang samtei gonyii titang karamle.
COL.4.7	Abangpiimah tha kito malum kabui tha tiisii kalei sateichii kaswisii kikaleimei hangninii tiisii kalei, lungkasyii nyii sanapii Taichi- kasnii gumah nha hangtei gonyii dakii tam mangou tangle. 
COL.4.8	Nyiinii kadakumsii leipo katu tei tam mangousii gonyiigo lung tii-ntapyii tang karam jangpii, Inii mpougo gonyii dakii lang magong leile. 
COL.4.9	Gonyii kak kito mei hangninii tiisii kalei, malum kabui ninado lungkasyii sanapii Onesimas go kaswisii mpougo lang magong leile. Ai kito pat kalei mahlyiihang mah nha hangtei ahnyiinii gonyii dakii tampyii tangle.
COL.4.10	Kabang kito n-gu kaswisii kabampii Aristarkasnii gonyii go salam pyii leile, sateichii Barnabas sanapii Markniido salam pyii leile. Marknii gonyiida gongleponii mpougo lukaipyii losii tam kapyii tei gonyiinii doutangle. 
COL.4.11	Justas siido lat kalei Joshuwaniido gonyiigo salam pyii leile. Jehudimei kamalum mei kak kito Saraamah sating sazyii jangpii n-gu kaswisii tha katii tei aimai hangtum ai roile, ahnyiinii n-gu hangkapii tiihale.
COL.4.12	Gonyiimei tiisii kalei, Krista Jisu kikalei Ipapronii gonyiigo salam pyii leile; Gonyiinii Saraamah kama- ning kamarei tiitang karam jangpii katam kaswi kito mishang kaleimei ninado tiigatpii malum kalu kris- tenmei tiisii, gonyiinii sangtingsii sat matutang karam jangpii Saraa dato khangsii mpounii gonyii jangpii tinglang kaleita riitasii bamle. 
COL.4.13	Mpounii gonyii jangpii, Laodisiya kito sateichii Hirapolis kito kaleimei jangpii hungsii tha tiitakle katu tei Inii mpoumah sakchyii tiileile. 
COL.4.14	Nyiimah lungkasyii Luk ninado Demasnii ahnyiimah salam tei pyiileile. 
COL.4.15	Laodisiya kito kalei nyii kangsanamei ninado Nimpa dakii sateichii mpoupei kito gong kadousii kalei charsh hang go nyiimah salam tei pyiilo. 
COL.4.16	Sateichii larek ai gonyii kak kito fiiluitakle sekchii Laodisiya charsh kitodo teitei soisupii fiimatu tang karam jangpii tiipyiilo, sateichii Laodisiya kito kalei kangsanameinii magong tang karam larek tei gonyiiniido fiitang karamle. 
COL.4.17	Sateichii “Abangpiimah tha kito nangnii doukalu tei tiimashang ailo” sii Arkipasgo tampyiilo. 
COL.4.18	Pol, Inii salam ai gubah sekpiinii ryiileile, maning seilo n-gu peinai kabam! Saraamah jumage kapyii tei gonyiigo kaswi pyii matulo.
1TH.1.1	Pol, Sailas ninado Timothi dato– Pfii Saraa ninado bangpii Jisu Krista dato kalei Thesolonika ki charsh dakii:
1TH.1.1	Jumage kapyii ninado kamajung tei gonyiimah matulo.
1TH.1.2	Nyiimah kariita hang kito taksupii gonyii jangpii nyiinii riitasii gonyiihang jangpii taksupii nyiinii Saraago hakalang tamsii leile. 
1TH.1.3	Kadapokii gonyiimah kamalum tei dakumpii poisii tha tiileipo, gonyii mah lungkasyii teinii dakumpii gonyiigo teisii tha tiimatupo, satei- chii nyii Bangpii Jisu Krista dakii gonyii maning kamalum tei daziikapiinii sangtingpo katu tei nyiinii maningle. 
1TH.1.4	Nyii kangsa- namei, gonyiigo Saraanii lungsyiile, sateichii mpoumah tiimatu tang karam jangpii gonyiigo kalaiwo takle katu nyiinii tile, 
1TH.1.5	katunii, nyiinii ralikapyii kabi rasam tei gonyiida samtampii roinii pung gong makle, nlenii teimahamdo, rangii kama- teido, sateichii kasang kati tei kaswisii pung gongle; gonyii jangpii nyii ai kada takum katumeipo katu nyiinii tiikamangou tei gonyiiniido tile. 
1TH.1.6	Sateichii nyiinii rangii kamatei mah ka-nta tei njasii kamage kalak kadaziikii kito samtam tei douwosii, nyiimah ninado Bangpiimah jaika- tiimei tiitakle. 
1TH.1.7	Teipii gonyiinii Mesidoniya kito kalei ninado Akaiya kito kalei kamalum meihang jangpii tiikamangou nda tei tiitakle. 
1TH.1.8	Kadapokii Bangpiimah kaang kito kabi rasam tei gonyii dato Mesido- niya ninado Akaiya ki roinii kahi- makle, nlenii Saraa dakii gonyiimah kamalum mah nha tei bamlyii hangki shiigong takle, teipiinii nyiimah hangninii kado tam tang karam kabi tei gale. 
1TH.1.9	Nyiinii gonyiida kagong kak gonyiinii nyiigo kada takumpii lukaipyiipo, sateichii gonyiinii tingtugo matasii kalei kito, kasang ninado karing Saraago nga ngatang karam jangpii, 
1TH.1.10	sateichii gongkalei Saraamah rakarhii kito nyiigo poi mpat kapyii, mpounii kataimei kak kito tiimaring kapyii mpou nah sapfii mpou Jisugo, sating gamto kahum koitang karam jangpii gonyiinii kada takumpii Saraada nryiigong wopo katu tei ahnyiinii tam leile.
1TH.2.1	Nyii kangsanamei, nyiinii gonyiida kagong tei kadak makle katu gonyii pum sekpiinii tile. 
1TH.2.2	Nyiinii Thesolonika ki gong kasunii Philipi kito kada takumpii nyiigo tiikamage pyiipo ninado tii-nrou pyiipo katu gonyiinii tile. Nlenii teikito nyiigo mazhii kasu kadaziikii leikado, mpou dato kagong kabi rasam tei gonyii dakii tam mpat matu tang karam jangpii, nyii Saraa teinii lungkadi tei nyiigo pyii takle. 
1TH.2.3	Kadapokii nyiinii kakhang teinii kama kito, mak-kii matei kasu kito, mak-kii kasang kasu kito makle; 
1TH.2.4	nlenii Saraanii nyiigo kabi rasam tam matu tang karam jangpii mazhiikapyii takumpii, nyiinii mei dzyii karanga tei tiitang karam jangpii makle, nlenii nyii lung go jaijusii kalei Saraa dzyii karanga tei tiitang karam jangpii nyiinii tam leile. 
1TH.2.5	Kadapokii gonyiinii tisii kalei takumpii, nyiinii tam ka-mbisam, mak-kii kadi chiikanyii, mak-kii jai katii madou kado tiilei makle, Saraanii sakchyiile! 
1TH.2.6	Kristamah tiilamlwi kapyiimei tiisii nyiinii gonyii phyiiryiito teimaham leikado, gonyii dato kado, mei kakimei dato kado, mak-kii mei kata hangninii dato kado tam matoi matu tang karam tei nyiinii fiimakle. 
1TH.2.7	Nlenii gonyiinii mpounah meigo makot kalei takumpii, nyiinii gonyiigo kaswisii kalei kak, nyiinii lung ma- noile. 
1TH.2.8	Nyiinii gonyiigo lungkasyii jangpii Saraamah kabi rasam tei roisupii nyiimah karing katangpii nyiinii gonyiigo njai tang karam jangpii tiikada takle. Kadapokii gonyiinii nyiimah hangkapii lungka- syii teile! 
1TH.2.9	Kadaponii kangsanamei, nyiinii katii kapung sateichii kamage kalak kaleh tei gonyiinii maning leile, nyiinii gonyiigo kamaswi tei pung matulak tang karam jangpii, tinghum tingna tha tiisii, nyiinii Saraamah kabi rasam tei gonyii dakii tam ralipyii takle.
1TH.2.10	Gonyii kamalum mei doito kada takumpii nyiinii mateisii, kasangsii, majyiisii sateichii sajek gasii tatpo, katu tei gonyiiniido Saraaniido sakchyiile. 
1TH.2.11	Kadapokii gonyiinii tile, katunii Saraanii gonyiigo mpoumah sating sazyii kikii sateichii mpoumah pumtei kava kikii kapyiimah lung- kamajyii tiilung tei gonyiinii lung kabui jangpii, 
1TH.2.12	nyiinii gonyiigo tam katwisii, lung tiimakhiisii sateichii sakchyii pyiisii, Pfiinii mpou nahmeigo tiikalei takumpii nyiinii gonyii hang go tiipyii takle.
1TH.2.13	Sateichii kaang aijangpii tak- supiinii Saraago halangle, katunii gonyiinii nyii dato shiikalu Saraamah samtam tei dou wosek-kii, meinah mah samtam tei supii, gonyii kamalum mei kak kito tha tiipyiisii kalei Saraa samlesii gonyiinii lukai wotakle, teitei Saraa samtam ka- sangle. 
1TH.2.14	Kadapokii kangsanamei, Judiya kito kalei, Jisu Krista dato kalei Saraanii lat mpat kalumei jai karalimei tei tiitakle; kadapokii ahnyiinii Jehudimei dato kamage kalak doukatu takumpiinii, gonyii- niido tei takumpii njoisii gonyiinii gonyiimah sazyii kito kaleimei dato kamage kalak tei doutakle. 
1TH.2.15	Jehu- dimeinii Bangpii Jisugo, lungkaka- lingmeigo gile, nyiigo baatoile, Saraa dzyii kashyii tei tiile, sateichii meihang go tiirampou pyiile; 
1TH.2.16	Jehudimei kasu luikakimeigo keipyii tang karam sam katam tei ahnyiinii namle; teipiinii ahnyii mah kem kama mah ajhii kamashak kaleita tei tiitokryiile. Nlenii Saraa mah rakarhii tei aitoinii ahnyii phyiiryii gong takle!
1TH.2.17	Nlenii kangsanamei, lung kito supii, pumzai kito tinglang shang- niikii jangpii nyiinii gonyiigo n-nou aikido, hangkapii kamangwi tei njasii gonyii ju ngoutang karam jangpii kisii teisii tiisii bamle. 
1TH.2.18	Nyiinii gonyiida nlaigong nyiile, Pol, Inii, gupum sekpiinii nlaigong tang karam jangpii binii roisupii tiitakle. Nlenii Seitannii nyiigo doi dangnei wotakle. 
1TH.2.19	Kadapokii nyii Bangpii Jisunii kagong tinglang kak mpou doito nyiimah maning kamalum, ka-nta mak-kii detdi tang karam kaang tei kadapeipo? 
1TH.2.20	Kadapokii gonyiinii nyiimah ju kadi ninado ka-nta teile.
1TH.3.1	Teijangpii nyiinii kisii lehpeilak takle sek-kii, Athens ki ai I-roinapii kalei bitaklesii nyiinii maning takle; 
1TH.3.2	sateichii kamage kalak ainii mei kata hangninii godo tii nlai matu kasu tiisii, gonyiimah kamalum mah kaang kito tiisangting pyii matu katu sateichii gonyiigo tiiha matu tang karam jangpii nyii kangsanapii sateichii Kristamah kabi rasam katam kito Saraa tha tiisii kalei Timothigo lang magong leile; 
1TH.3.3	kadapokii kamage kalak hang aipiinii gonyii meikagodo tii nlai matulak tang karam jangpii; tei kakum kamage kalak hang tei nyii jangpii Saraanii kamaning kama- reimah njai hangniniile katu tei gonyii pum sekpiinii tile. 
1TH.3.4	Kadapokii gonyiinii tisii kalei, sateichii teitei pat kalei takumpii, nyiinii gonyiigo kaswisii kalei tinglang kak, nyiinii kaset kalak tei dou tang karamle katu tei pat kasunakii reipii gonyiigo nyiinii tam takle. 
1TH.3.5	Aijangpii Iniido nlailoisii lehpei kalak tinglang kito, gonyiigo kahem teinii hemwo tang karam sateichii nyiimah teisii tha katii tei kadak aitang karam gotei hingsii, Inii gonyiimah kamalum tei titang karam jangpii mpougo lang magong leile.
1TH.3.6	Nlenii aitoinii Timothinii gonyii dato nyiida nlaigongsii, gonyiimah kamalum sateichii lungkasyiimah kabi nha, sateichii nyiinii gonyiigo ngoukai kanyii takumpii gonyiiniido nyiigo ngoutang karam jangpii saryii- sii tinglang kaleita nyiigo tiigatpii maningsii leile katu tei nyiidakii tam mangou takle; 
1TH.3.7	aijangpii kangsana- mei, gonyiimah kaang kito nyiimah swi kamage katu sateichii kaset kalak hangtei gonyiimah kamalum paikito nyiigo tii ntapyii takle, 
1TH.3.8	kadapokii gonyiinii Bangpii dato sangtingsii satleponii, aitoi nyiinii ringleile. 
1TH.3.9	Kadapokii nyiinii gonyii ju ngoutang karam jangpii sateichii gonyiimah kamalum tang kasu hangtei pyii matutang karam jangpii, tinghum tingna nyii lungswi matum madumpii nyiinii khangsii, 
1TH.3.10	nyii Saraa doito gonyiimah kaang kito nyiinii ka-nta doukalu teijangpii nyiinii Saraa dakii dakumpii kisii tam matoi wotangpo?
1TH.3.11	Aitoinii nyii Saraa sateichii Pfii pum sekpii, sateichii nyii Bangpii Jisunii gonyiida gong tang karam pwidi tei nyii jangpii tiidapyii matulo! 
1TH.3.12	Sateichii nyiinii gonyiigo lungkasyii takumpii, gonyii mei hangninanii hangniniigo sateichii meihang go gonyiimah lungkasyii katu tei Bangpiinii tii m-moipyiisii kisii kisii moi matulo. 
1TH.3.13	Aitiisii nyii Bangpii Jisunii mpoumah kama- teimei hang go kaswisii kagong ki, nyii Pfii Saraa doito mpounii gonyiigo sajek gasii kamatei kito tiisangting pyiitangle.
1TH.4.1	Kalui kito, kangsanamei, gonyii- nii kada takumpii lung tangpo, sateichii kada takumpii Saraa dzyii karanga tiitangpo katu nyii dato gonyiinii doukalu takumpii, sateichii gonyiinii tiido tiisii kalei takumpii, gonyiinii kisii kisii tiimatu tang karam jangpii Bangpii Jisu zei kito nyiinii gonyiigo khangdo khang leile sateichii katwido katwi leile. 
1TH.4.2	Kadapokii nyiinii gonyiigo tiilosii tam kapyii ralikapyii hangtei gonyiinii tile. 
1TH.4.3	Saraanii gonyiigo mateisii sateichii sapwimei sapfiimei kashyii kahong tha katii kito sajek gasii lung matunyiile; katunii, (matei kasu kiteito gonyiinii mazhii sulo.) 
1TH.4.4	Saraago tikasu luikakimei takumpii, pumzaimah marei majang kito supii, 
1TH.4.5	gonyii meihangnii mpou mpou nougo kamatei ninado dzyii ka-nrou kito lungti tang karamle. 
1TH.4.6	Sateichii mei kata hangninaniido mpou sanapiigo aikaang kito tiima- jusii kama tei tiilak tang karamle, kadapokii nyiinii gonyii dakii tiiloi sulosii reipii kakhat kabam sateichii sakchyii pyii kalei takumpii, aihangmah kaang kito powrui tang karam teinii Bangpiile. 
1TH.4.7	Kadapokii Saraanii nyiigo kashyii kahong kito lung matu tang karam jangpii latmakle, nlenii kamatei kito lung matu tang karam jangpii latle. 
1TH.4.8	Tei- jangpii aigo mazhii kasumei teinii meigo mazhii kasu tei makle, nlenii gonyii dakii mpoumah rangii kamatei pyiisii kalei Saraago mazhii makle.
1TH.4.9	Gonyii kangsanameigo kalungsyii matutang karam mah kaang kito mei kaniido gonyii dakii ryiitang karam kabi tei gale. Kadapokii hangninanii hangniniigo kada takumpii kalung- syii tangpo katu tei gonyiigo Saraanii ralipyii takle. 
1TH.4.10	Sateichii kasangle gonyiinii Mesidoniya kito kalei kangsanamei hang go kalungsyiile. Nlenii kangsanamei, teisungdo kisii kisii tiisei losii nyiinii gonyiigo tam katwi leile, 
1TH.4.11	sateichii sabato kaleimei mah adzyii ka-nrou katii tei gonyiinii ngam wokabui tiisii, satei- chii gonyiinii mahkado tang kalak tiisupii, 
1TH.4.12	majungsii lungtang karam tiilung, mpou mpou mah tha tiitang karam, sateichii gonyii bahpii tha tiitang karam jangpii, nyiinii gonyiigo reipiinii tam kabam takumpii gonyiinii tiilo.
1TH.4.13	Nlenii kangsanamei, maning kamalum kaga kakimei takumpii gonyiinii lungswi kamagelak tang karam jangpii taikaleimeimah kaang kito gonyiinii tikasu tei nyiinii mareimakle, 
1TH.4.14	dapokii Jisunii katai sateichii ringkakhii tei nyiinii malum leponii, tei takumpii, Jisumah paikito tai kaleimei godo Jisugo kaswisii Saraanii pang gong tangle.
1TH.4.15	Kadapokii Bangpiimah samtam teipii ai ai nyiinii gonyii dakii tam leile, katunii, Bangpiinii kagong tinglangki mashak kalei nyiinii tai kaleimei doi tei reisang reilakle. 
1TH.4.16	Kadapokii Bangpii pumsekpiinii sating gamto kahum mah kasagoi rok teipii, aphyii kasat sating gamlui mah rok teipii, sateichii Saraamah buika koi teipii kaswisii Bangpiinii sating gamto hum tangle; Sateichii Krista dato tai kaleimei teinii reipii ringkhii tangle; 
1TH.4.17	teito teiki ting- langki ringsii kalei nyii aigo ahnyiigo kaswisii Bangpiigo kadoutang karam jangpii kamong kito sating gam pangkhii pyii tangle, sateichii aitiisii nyiinii tinglang kaleita Bangpiigo ka- swisii bamtangle. 
1TH.4.18	Teijangpii gonyii hangninanii hangniniigo samtam hang aipii lung tii ntapyiilo.
1TH.5.1	Nlenii tinglang hangmah kaang kito, kangsanamei, gonyii dakii ryiitang karam kabi gale. 
1TH.5.2	Kada- pokii karagameinii tinghum kagong takumpii Bangpii mah leimik teinii gong tangle katu tei gonyiinii tiigatpii tile. 
1TH.5.3	“Ahnyiinii majung takle sateichii doikadang gale,” katu tinglang kiteito tisang tisupii sapwimeinii nah kamanaa ki tiikapi takumpii tiikamaga tei ahnyii phyiiryii gongtangle; teito ahnyiinii nleksang nlekpei wolakle. 
1TH.5.4	Nlenii kangsanamei, teipiinei karagamei takumpii gonyiigo tii asung gamatu tang karam jangpii, gonyiinii kamyii kito bam makle. 
1TH.5.5	Kadapokii gonyii hangnii kava ninado tingnamah nah sapfiimei hangle, nyiinii tinghum mak-kii kamyii mah nah sapfiimei makle. 
1TH.5.6	Teitii leponii kakimei ta- kumpii nyiinii zyiisude, nlenii nyiinii mikraksii lung manoile, 
1TH.5.7	Kadapokii zyii kaleimei teinii tinghum zyii leile, sateichii jou kapanhiimei teinii tinghum panhii leile. 
1TH.5.8	Nlenii nyiinii tingnamah katu taiswisii, nyiinii lung manoile sateichii kamalum ninado lungkasyiimah kokryii ninado keikapyii karing doutang karam ma- ning kamalum mah saryii phyiihung tei nyiinii kai wode. 
1TH.5.9	Kadapokii Saraanii nyiigo rakarhii tei doumatu tang karam jangpii kalai makle, nlenii nyii Bangpii Jisu Kristamah paikito keikapyii karing tei doumatu tang karam jangpii kalaiwo takle. 
1TH.5.10	Nyiinii ringsii leikado, zyii kado, nyiinii mpougo kaswisii lung njoitang karam jangpii mpounii nyii jangpii taipyii takle. 
1TH.5.11	Gonyiinii tiikalei takumpii, gonyii hangninanii hangniniigo lung tiimakhii pyiilo sateichii hangninanii hangniniigo tiimakhii halo.
1TH.5.12	Nlenii kangsanamei, gonyii kak kito tha tiisii kalei, Bangpii zei kito gonyii phyiiryiito kalei sateichii gonyiigo kristenmei mah tiilung kito tampyii ralipyiisii kalei ahnyii gotei tiigatpii titang karam jangpii, 
1TH.5.13	sateichii ahnyiimah tha jangteipii lungsyiisii ahnyiigo kisii disii sadzyii ngariit tiitang karam jangpii, nyiinii gonyiigo khangleile. Gonyii kak kito majungsii bampyiilo.
1TH.5.14	Sateichii kangsanamei, nyiinii gonyiigo tam katwi leile, kamahat meigo mahat sulosii tampyii ralipyiilo, rangii kasuimeigo lung tiimadi pyiilo, kasuimeigo tiihalo sateichii ahnyiihang dato lungleh tilo. 
1TH.5.15	Kashyii jangpii kashyii teipiinii mei kaniido powrui kalat matu sulo, nlenii hangninanii hangninii jangpii sateichii kalei kaga jangpii kabi tiitang karam jangpii tinglang kaleita fiilo.
1TH.5.16	Tinglang kaleita ntalo; 
1TH.5.17	Taksupii riitalo; 
1TH.5.18	tinglang hang kito hakalang tei tamlo, kadapokii ai ai gonyii jangpii Krista Jisu dato Saraamah kamaning kamarei teile.
1TH.5.19	Rangiigo mazhii kasu tiisulo. 
1TH.5.20	Saraa sam tam ka-mpat tei ma- ning majang sulo. 
1TH.5.21	Nlenii mahlyii hangtei ajai julo, kabi tei tiigatpii jumlo, 
1TH.5.22	kashyii jai hang kiteito ryii wolo.
1TH.5.23	Kamajungmah Saraa pumsek teinii gonyiigo mashangsii tiima- teipyii matulo; sateichii nyii Bangpii Jisu Kristanii kagongki gonyiimah rangii, rakot ninado pumrong hangtei sajek gasii bisii bam matulo. 
1TH.5.24	Gonyiigo lat kapyiipii mpou teinii malum wobuile, mpounii teitei tiido tiipyii tangle.
1TH.5.25	Kangsanamei, nyii jangpiiniido riitapyiilo.
1TH.5.26	Kamatei bah kajum katu tei kaswisii meihang go salam tiilo.
1TH.5.27	Chiti ai kangsanamei hang dakii fiimatu tang karam jangpii Inii Bangpii zei kito khangleile.
1TH.5.28	Nyii Bangpii Jisu Kristamah jumage kapyii tei gonyiigo kaswipyii matulo.
2TH.1.1	Pol, Sailas ninado Timothi dato nyii Pfii Saraa ninado Jisu Krista dato kalei Thesolonika kito kalei charsh dakii:
2TH.1.2	Apfii Saraa ninado Bangpii Jisu Kristanii jumage kapyii ninado kamajung tei gonyiigo pyii matulo.
2TH.1.3	Kangsanamei, gonyii jangpii tinglang kaleita nyiinii Saraago hakalang tam tang karamle. Ai ai nyiinii tiimajyiile, kadaponii gonyii- mah kamalum tei hangkapii dikhiisii leile sateichii gonyiihang mei hang- ninanii hangniniigo kalungsyii katu tei dibuibuisii leitakle. 
2TH.1.4	Teijangpii gonyiinii dousii kalei kamage kalak ninado kaset kalak hang kiteito gonyiimah lung kasangting lung leh kati ninado kamalum jangpii Saraamah charsh hang kito gonyii jangpii nyiinii detdisii leile.
2TH.1.5	Saraamah samtak tei kasangle katu tei ai hang ainii matile, katunii, gonyiinii Saraamah sating sazyii ki lung kabui tiitang karam jangpiile, teijangpii gonyiinii kamage kalaktei pung leile. 
2TH.1.6	Kadapokii mi mishong kito mpoumah teimaham kadi sating gamlui hang go kaswisii sating gamto Bangpii Jisunii kagong kak, 
2TH.1.7	gonyiigo kaset kalak doumatu katumeigo kamage kalak, sateichii kamage kalak doukaleimei gonyii dakii nyiigo kaswisii ka-ntak tei Saraanii pyii tangle, 
2TH.1.8	tei tinglang kak Saraago mazhii kasumei ninado nyii Bangpii Jisumah kabi rasamgo swikasu meigo Saraanii powrui tangle. 
